AFP_ENG_20090531.0001	0	58	Chile swine flu cases jump to 276	NNP VBP NN NNS VBP TO CD	B-NP B-VP B-NP I-NP B-VP B-PP O	0 6 12 16 22 27 30	amod(flu_NN_2_12, swine_JJ_1_6); nn(cases_NNS_3_16, Chile_NNP_0_0); nn(cases_NNS_3_16, flu_NN_2_12); nsubj(jump_VBP_4_22, cases_NNS_3_16); prep(jump_VBP_4_22, to_IN_5_27); pobj(to_IN_5_27, 276_CD_6_30)
AFP_ENG_20090531.0005	4	785	" We 've got important elections and they are being completely overshadowed by these disclosures . "	`` PRP VBP VBD JJ NNS CC PRP VBP VBG RB VBN IN DT NNS . ''	O B-NP B-VP I-VP B-NP I-NP O B-NP B-VP I-VP I-VP I-VP B-PP B-NP I-NP O O	0 1 3 7 11 21 31 35 40 44 50 61 74 77 83 94 95	punct(got_VBN_3_7, "_``_0_0); nsubj(got_VBN_3_7, We_PRP_1_1); aux(got_VBN_3_7, 've_VBP_2_3); dobj(got_VBN_3_7, elections_NNS_5_21); cc(got_VBN_3_7, and_CC_6_31); conj(got_VBN_3_7, overshadowed_VBN_11_61); amod(elections_NNS_5_21, important_JJ_4_11); nsubjpass(overshadowed_VBN_11_61, they_PRP_7_35); aux(overshadowed_VBN_11_61, are_VBP_8_40); auxpass(overshadowed_VBN_11_61, being_VBG_9_44); advmod(overshadowed_VBN_11_61, completely_RB_10_50); agent(overshadowed_VBN_11_61, by_IN_12_74); punct(overshadowed_VBN_11_61, ._._15_94); punct(overshadowed_VBN_11_61, "_''_16_95); pobj(by_IN_12_74, disclosures_NNS_14_83); det(disclosures_NNS_14_83, these_DT_13_77)
AFP_ENG_20090531.0005	5	891	He added : " Clearly there 's an enormous , understandable public outrage ... but we 've got big decisions to be taken by all the big political parties about the future shape and role of the state , and these have been completely brushed to one side . "	PRP VBD : `` RB EX VBZ DT JJ , JJ JJ NN : CC PRP VBP VBD JJ NNS TO VB VBN IN PDT DT JJ JJ NNS IN DT JJ NN CC NN IN DT NN , CC DT VBP VBN RB VBN TO CD NN . ''	B-NP B-VP O O B-ADVP B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-VP I-VP B-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP O O B-NP B-VP I-VP I-VP I-VP B-PP B-NP I-NP O O	0 3 8 10 11 19 24 27 30 38 40 55 62 69 73 77 79 83 87 91 101 104 107 113 116 120 124 128 138 146 152 156 163 169 173 178 181 185 190 192 196 202 207 212 223 231 234 238 242 243	nsubj(added_VBD_1_3, He_PRP_0_0); punct(added_VBD_1_3, :_:_2_8); punct(added_VBD_1_3, "_``_3_10); ccomp(added_VBD_1_3, 's_VBZ_6_24); punct(added_VBD_1_3, ._._48_242); punct(added_VBD_1_3, "_''_49_243); advmod('s_VBZ_6_24, Clearly_RB_4_11); expl('s_VBZ_6_24, there_EX_5_19); attr('s_VBZ_6_24, outrage_NN_12_62); punct('s_VBZ_6_24, ..._NFP_13_69); cc('s_VBZ_6_24, but_CC_14_73); conj('s_VBZ_6_24, got_VBN_17_83); det(outrage_NN_12_62, an_DT_7_27); amod(outrage_NN_12_62, enormous_JJ_8_30); punct(outrage_NN_12_62, ,_,_9_38); amod(outrage_NN_12_62, understandable_JJ_10_40); amod(outrage_NN_12_62, public_JJ_11_55); nsubj(got_VBN_17_83, we_PRP_15_77); aux(got_VBN_17_83, 've_VBP_16_79); dobj(got_VBN_17_83, decisions_NNS_19_91); punct(got_VBN_17_83, ,_,_38_190); cc(got_VBN_17_83, and_CC_39_192); conj(got_VBN_17_83, brushed_VBN_44_223); amod(decisions_NNS_19_91, big_JJ_18_87); infmod(decisions_NNS_19_91, taken_VBN_22_107); aux(taken_VBN_22_107, to_TO_20_101); auxpass(taken_VBN_22_107, be_VB_21_104); agent(taken_VBN_22_107, by_IN_23_113); pobj(by_IN_23_113, parties_NNS_28_138); predet(parties_NNS_28_138, all_PDT_24_116); det(parties_NNS_28_138, the_DT_25_120); amod(parties_NNS_28_138, big_JJ_26_124); amod(parties_NNS_28_138, political_JJ_27_128); prep(parties_NNS_28_138, about_IN_29_146); pobj(about_IN_29_146, shape_NN_32_163); det(shape_NN_32_163, the_DT_30_152); amod(shape_NN_32_163, future_JJ_31_156); cc(shape_NN_32_163, and_CC_33_169); conj(shape_NN_32_163, role_NN_34_173); prep(shape_NN_32_163, of_IN_35_178); pobj(of_IN_35_178, state_NN_37_185); det(state_NN_37_185, the_DT_36_181); nsubjpass(brushed_VBN_44_223, these_DT_40_196); aux(brushed_VBN_44_223, have_VBP_41_202); auxpass(brushed_VBN_44_223, been_VBN_42_207); advmod(brushed_VBN_44_223, completely_RB_43_212); prep(brushed_VBN_44_223, to_IN_45_231); pobj(to_IN_45_231, side_NN_47_238); num(side_NN_47_238, one_CD_46_234)
AFP_ENG_20090531.0005	6	1145	Polls over the weekend suggested British Prime Minister Gordon Brown 's Labour party is in danger of coming third in the elections for the European Parliament on Thursday , largely because of disillusionment over the expenses row .	NNS IN DT NN VBN JJ NNP NNP NNP NNP POS NNP NN VBZ IN NN IN VBG JJ IN DT NNS IN DT NNP NNP IN NNP , RB IN IN NN IN DT NNS NN .	B-NP B-PP B-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP B-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O B-ADVP B-PP I-PP B-NP B-PP B-NP I-NP I-NP O	0 6 11 15 23 33 41 47 56 63 68 71 78 84 87 90 97 100 107 113 116 120 130 134 138 147 158 161 169 171 179 187 190 206 211 215 224 227	prep(Polls_NNS_0_0, over_IN_1_6); pobj(over_IN_1_6, weekend_NN_3_15); det(weekend_NN_3_15, the_DT_2_11); nsubj(suggested_VBD_4_23, Polls_NNS_0_0); ccomp(suggested_VBD_4_23, is_VBZ_13_84); punct(suggested_VBD_4_23, ._._37_227); amod(Minister_NNP_7_47, British_JJ_5_33); nn(Minister_NNP_7_47, Prime_NNP_6_41); nn(Brown_NNP_9_63, Minister_NNP_7_47); nn(Brown_NNP_9_63, Gordon_NNP_8_56); possessive(Brown_NNP_9_63, 's_POS_10_68); poss(party_NN_12_78, Brown_NNP_9_63); nn(party_NN_12_78, Labour_NNP_11_71); nsubj(is_VBZ_13_84, party_NN_12_78); prep(is_VBZ_13_84, in_IN_14_87); punct(is_VBZ_13_84, ,_,_28_169); prep(is_VBZ_13_84, because_IN_30_179); pobj(in_IN_14_87, danger_NN_15_90); prep(danger_NN_15_90, of_IN_16_97); pcomp(of_IN_16_97, coming_VBG_17_100); advmod(coming_VBG_17_100, third_RB_18_107); prep(coming_VBG_17_100, in_IN_19_113); prep(coming_VBG_17_100, on_IN_26_158); pobj(in_IN_19_113, elections_NNS_21_120); det(elections_NNS_21_120, the_DT_20_116); prep(elections_NNS_21_120, for_IN_22_130); pobj(for_IN_22_130, Parliament_NNP_25_147); det(Parliament_NNP_25_147, the_DT_23_134); nn(Parliament_NNP_25_147, European_NNP_24_138); pobj(on_IN_26_158, Thursday_NNP_27_161); advmod(because_IN_30_179, largely_RB_29_171); pcomp(because_IN_30_179, of_IN_31_187); pobj(because_IN_30_179, disillusionment_NN_32_190); prep(disillusionment_NN_32_190, over_IN_33_206); pobj(over_IN_33_206, row_NN_36_224); det(row_NN_36_224, the_DT_34_211); nn(row_NN_36_224, expenses_NNS_35_215)
AFP_ENG_20090531.0005	7	1383	The main opposition Conservatives have also suffered from the scandal and analysts expect fringe parties such as the anti-EU UK Independence Party ( Ukip ) and the far-right British National Party to benefit .	DT JJ NN NNS VBP RB VBN IN DT NN CC NNS VBP NN NNS JJ IN DT JJ NNP NNP NNP -LRB- NN -RRB- CC DT JJ NNP NNP NNP TO VB .	B-NP I-NP I-NP I-NP B-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP B-VP B-NP I-NP B-PP I-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-VP I-VP O	0 4 9 20 34 39 44 53 58 62 70 74 83 90 97 105 110 113 117 125 128 141 147 148 152 154 158 162 172 180 189 195 198 205	det(Conservatives_NNPS_3_20, The_DT_0_0); amod(Conservatives_NNPS_3_20, main_JJ_1_4); nn(Conservatives_NNPS_3_20, opposition_NN_2_9); nsubj(suffered_VBN_6_44, Conservatives_NNPS_3_20); aux(suffered_VBN_6_44, have_VBP_4_34); advmod(suffered_VBN_6_44, also_RB_5_39); prep(suffered_VBN_6_44, from_IN_7_53); advcl(suffered_VBN_6_44, expect_VBP_12_83); dobj(suffered_VBN_6_44, parties_NNS_14_97); advcl(suffered_VBN_6_44, benefit_VB_34_198); punct(suffered_VBN_6_44, ._._35_205); pobj(from_IN_7_53, scandal_NN_9_62); det(scandal_NN_9_62, the_DT_8_58); cc(scandal_NN_9_62, and_CC_10_70); conj(scandal_NN_9_62, analysts_NNS_11_74); nn(parties_NNS_14_97, fringe_NN_13_90); prep(parties_NNS_14_97, as_IN_16_110); amod(as_IN_16_110, such_JJ_15_105); pobj(as_IN_16_110, Party_NNP_21_141); det(Party_NNP_21_141, the_DT_17_113); nn(Party_NNP_21_141, anti-EU_NNP_18_117); nn(Party_NNP_21_141, UK_NNP_19_125); nn(Party_NNP_21_141, Independence_NNP_20_128); punct(Party_NNP_21_141, _-LRB-_22_147); appos(Party_NNP_21_141, Ukip_NNP_23_148); punct(Party_NNP_21_141, _-RRB-_24_152); cc(Party_NNP_21_141, and_CC_25_154); conj(Party_NNP_21_141, Party_NNP_32_189); hmod(right_JJ_29_166, far_RB_27_162); hyph(right_JJ_29_166, -_HYPH_28_165); det(Party_NNP_32_189, the_DT_26_158); amod(Party_NNP_32_189, right_JJ_29_166); nn(Party_NNP_32_189, British_NNP_30_172); nn(Party_NNP_32_189, National_NNP_31_180); aux(benefit_VB_34_198, to_TO_33_195)
AFP_ENG_20090531.0005	8	1599	Brown insisted Sunday that he was focused on the recession , brushing aside calls for him to quit in favour of a more popular leader and saying : " I am dealing with the economy every day . "	NNP VBD NNP IN PRP VBD VBN IN DT NN , VBG RB NNS IN PRP TO VB IN NN IN DT JJR JJ NN CC VBG : `` PRP VBP VBG IN DT NN DT NN . ''	B-NP B-VP B-NP B-SBAR B-NP B-VP I-VP B-PP B-NP I-NP O B-VP B-NP I-NP B-SBAR B-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP I-NP I-NP O B-VP O O B-NP B-VP I-VP B-PP B-NP I-NP B-NP I-NP O O	0 6 15 22 27 30 34 42 45 49 58 60 69 75 81 85 89 92 97 100 107 110 112 117 125 132 136 142 144 145 147 150 158 163 167 175 181 184 185	nsubj(insisted_VBD_1_6, Brown_NNP_0_0); npadvmod(insisted_VBD_1_6, Sunday_NNP_2_15); ccomp(insisted_VBD_1_6, focused_VBN_6_34); cc(insisted_VBD_1_6, and_CC_25_132); punct(insisted_VBD_1_6, ._._37_184); punct(insisted_VBD_1_6, "_''_38_185); complm(focused_VBN_6_34, that_IN_3_22); nsubjpass(focused_VBN_6_34, he_PRP_4_27); auxpass(focused_VBN_6_34, was_VBD_5_30); prep(focused_VBN_6_34, on_IN_7_42); punct(focused_VBN_6_34, ,_,_10_58); pobj(on_IN_7_42, recession_NN_9_49); det(recession_NN_9_49, the_DT_8_45); advmod(brushing_VBG_11_60, aside_RB_12_69); csubj(calls_VBZ_13_75, brushing_VBG_11_60); advcl(calls_VBZ_13_75, quit_VB_17_92); mark(quit_VB_17_92, for_IN_14_81); nsubj(quit_VB_17_92, him_PRP_15_85); aux(quit_VB_17_92, to_TO_16_89); prep(quit_VB_17_92, in_IN_18_97); pobj(in_IN_18_97, favour_NN_19_100); prep(favour_NN_19_100, of_IN_20_107); pobj(of_IN_20_107, leader_NN_24_125); advmod(popular_JJ_23_117, more_RBR_22_112); det(leader_NN_24_125, a_DT_21_110); amod(leader_NN_24_125, popular_JJ_23_117); punct(saying_VBG_26_136, :_:_27_142); punct(saying_VBG_26_136, "_``_28_144); ccomp(saying_VBG_26_136, dealing_VBG_31_150); nsubj(dealing_VBG_31_150, I_PRP_29_145); aux(dealing_VBG_31_150, am_VBP_30_147); prep(dealing_VBG_31_150, with_IN_32_158); npadvmod(dealing_VBG_31_150, day_NN_36_181); pobj(with_IN_32_158, economy_NN_34_167); det(economy_NN_34_167, the_DT_33_163); det(day_NN_36_181, every_DT_35_175)
AFP_ENG_20090531.0005	9	1795	In an article in the Daily Mirror , he also launched a strong attack on the BNP , describing them as a "nasty extreme party " made up of " Nazi thugs " and urging voters not to back them when they go to the polls this week .	IN DT NN IN DT NNP NNP , PRP RB VBD DT JJ NN IN DT NNP , VBG PRP IN DT JJ JJ NN `` VBD IN IN `` NNP POS `` CC VBG NNS RB TO VB PRP WRB PRP VBP TO DT NNS DT NN .	B-PP B-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-ADVP B-VP B-NP I-NP I-NP B-PP B-NP I-NP O B-VP B-NP B-PP B-NP I-NP I-NP I-NP O B-VP B-ADVP B-PP O B-NP B-NP I-NP O B-NP I-NP O B-VP I-VP B-NP B-ADVP B-NP B-VP B-PP B-NP I-NP B-NP I-NP O	0 3 6 14 17 21 27 33 35 38 43 52 54 61 68 71 75 78 80 91 96 99 101 108 116 121 123 128 131 134 135 140 145 147 151 158 165 169 172 177 182 187 192 195 198 202 208 213 217	pobj(In_IN_0_0, article_NN_2_6); det(article_NN_2_6, an_DT_1_3); prep(article_NN_2_6, in_IN_3_14); pobj(in_IN_3_14, Mirror_NNP_6_27); det(Mirror_NNP_6_27, the_DT_4_17); nn(Mirror_NNP_6_27, Daily_NNP_5_21); prep(launched_VBD_10_43, In_IN_0_0); punct(launched_VBD_10_43, ,_,_7_33); nsubj(launched_VBD_10_43, he_PRP_8_35); advmod(launched_VBD_10_43, also_RB_9_38); dobj(launched_VBD_10_43, attack_NN_13_61); punct(launched_VBD_10_43, ,_,_17_78); advcl(launched_VBD_10_43, describing_VBG_18_80); punct(launched_VBD_10_43, ._._49_217); det(attack_NN_13_61, a_DT_11_52); amod(attack_NN_13_61, strong_JJ_12_54); prep(attack_NN_13_61, on_IN_14_68); pobj(on_IN_14_68, BNP_NNP_16_75); det(BNP_NNP_16_75, the_DT_15_71); dobj(describing_VBG_18_80, them_PRP_19_91); prep(describing_VBG_18_80, as_IN_20_96); cc(describing_VBG_18_80, and_CC_34_147); conj(describing_VBG_18_80, urging_VBG_35_151); pobj(as_IN_20_96, party_NN_25_116); det(party_NN_25_116, a_DT_21_99); punct(party_NN_25_116, "_``_22_101); amod(party_NN_25_116, nasty_JJ_23_102); amod(party_NN_25_116, extreme_JJ_24_108); punct(party_NN_25_116, "_''_26_121); partmod(party_NN_25_116, made_VBN_27_123); prt(made_VBN_27_123, up_RP_28_128); prep(made_VBN_27_123, of_IN_29_131); pobj(of_IN_29_131, thugs_NNS_32_140); punct(thugs_NNS_32_140, "_``_30_134); nn(thugs_NNS_32_140, Nazi_NNP_31_135); punct(thugs_NNS_32_140, "_''_33_145); dobj(urging_VBG_35_151, voters_NNS_36_158); xcomp(urging_VBG_35_151, back_VB_39_172); neg(back_VB_39_172, not_RB_37_165); aux(back_VB_39_172, to_TO_38_169); dobj(back_VB_39_172, them_PRP_40_177); advcl(back_VB_39_172, go_VBP_43_192); advmod(go_VBP_43_192, when_WRB_41_182); nsubj(go_VBP_43_192, they_PRP_42_187); prep(go_VBP_43_192, to_IN_44_195); npadvmod(go_VBP_43_192, week_NN_48_213); pobj(to_IN_44_195, polls_NNS_46_202); det(polls_NNS_46_202, the_DT_45_198); det(week_NN_48_213, this_DT_47_208)
AFP_ENG_20090531.0006	0	58	ALERT ¥	NNP NN	B-NP I-NP	0 6	punct(ALERT_NNP_0_0, _._1_6)
AFP_ENG_20090531.0006	1	89	US pleased Cuba agrees to talks on migration , direct mail : Clinton	PRP VBD NNP VBZ TO NNS IN NN , JJ NN : NNP	B-NP B-VP B-NP B-VP B-PP B-NP B-PP B-NP O B-NP I-NP O B-NP	0 3 11 16 23 26 32 35 44 46 53 57 59	nsubj(pleased_VBD_1_3, US_NNP_0_0); dobj(pleased_VBD_1_3, Cuba_NNP_2_11); ccomp(pleased_VBD_1_3, agrees_VBZ_3_16); punct(Cuba_NNP_2_11, ,_,_8_44); prep(agrees_VBZ_3_16, to_IN_4_23); pobj(to_IN_4_23, talks_NNS_5_26); prep(talks_NNS_5_26, on_IN_6_32); pobj(on_IN_6_32, migration_NN_7_35); amod(mail_NN_10_53, direct_JJ_9_46); ccomp(Clinton_NNP_12_59, pleased_VBD_1_3); punct(Clinton_NNP_12_59, :_:_11_57)
AFP_ENG_20090531.0007	0	58	Golf : Stricker claims Colonial crown at second hole of sudden death	NNP : NNP VBZ JJ NN IN JJ NN IN JJ NN	B-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP	0 4 6 15 22 31 37 40 47 52 55 62	punct(Golf_NN_0_0, :_:_1_4); ccomp(Golf_NN_0_0, claims_VBZ_3_15); nsubj(claims_VBZ_3_15, Stricker_NNP_2_6); dobj(claims_VBZ_3_15, crown_NN_5_31); prep(claims_VBZ_3_15, at_IN_6_37); amod(crown_NN_5_31, Colonial_JJ_4_22); pobj(at_IN_6_37, hole_NN_8_47); amod(hole_NN_8_47, second_JJ_7_40); prep(hole_NN_8_47, of_IN_9_52); pobj(of_IN_9_52, death_NN_11_62); amod(death_NN_11_62, sudden_JJ_10_55)
AFP_ENG_20090531.0007	1	210	Steve Stricker birdied the second playoff hole to win the 6.2 million-dollar Colonial on Sunday , leaving South African Tim Clark still in search of his first USPGA tour title .	NNP NNP VBD DT JJ NN NN TO VB DT CD JJ NNP IN NNP , VBG JJ JJ NNP NNP RB IN NN IN PRP$ JJ NNP NN NN .	B-NP I-NP B-VP B-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP I-NP B-ADVP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	0 6 15 23 27 34 42 47 50 54 58 62 77 86 89 95 97 105 111 119 123 129 135 138 145 148 152 158 164 169 174	nn(Stricker_NNP_1_6, Steve_NNP_0_0); nsubj(birdied_VBD_2_15, Stricker_NNP_1_6); dobj(birdied_VBD_2_15, hole_NN_6_42); advcl(birdied_VBD_2_15, win_VB_8_50); punct(birdied_VBD_2_15, ,_,_17_95); advcl(birdied_VBD_2_15, leaving_VBG_18_97); punct(birdied_VBD_2_15, ._._32_174); det(hole_NN_6_42, the_DT_3_23); amod(hole_NN_6_42, second_JJ_4_27); nn(hole_NN_6_42, playoff_NN_5_34); aux(win_VB_8_50, to_TO_7_47); dobj(win_VB_8_50, Colonial_NNP_14_77); prep(win_VB_8_50, on_IN_15_86); number(million_CD_11_62, 6.2_CD_10_58); hmod(dollar_NN_13_70, million_CD_11_62); hyph(dollar_NN_13_70, -_HYPH_12_69); det(Colonial_NNP_14_77, the_DT_9_54); nn(Colonial_NNP_14_77, dollar_NN_13_70); pobj(on_IN_15_86, Sunday_NNP_16_89); dobj(leaving_VBG_18_97, Clark_NNP_22_123); advmod(leaving_VBG_18_97, still_RB_23_129); prep(leaving_VBG_18_97, in_IN_24_135); nn(African_NNP_20_111, South_NNP_19_105); nn(Clark_NNP_22_123, African_NNP_20_111); nn(Clark_NNP_22_123, Tim_NNP_21_119); pobj(in_IN_24_135, search_NN_25_138); prep(search_NN_25_138, of_IN_26_145); pobj(of_IN_26_145, title_NN_31_169); poss(title_NN_31_169, his_PRP$_27_148); amod(title_NN_31_169, first_JJ_28_152); nn(title_NN_31_169, USPGA_NNP_29_158); nn(title_NN_31_169, tour_NN_30_164)
AFP_ENG_20090531.0007	2	395	Stricker defeated Clark and Steve Marino in the playoff to claim his first title of 2009 to go with his runner-up , third-place , fourth-place , sixth - and seventh - place finishes this year .	NNP VBD NNP CC NNP NNP IN DT NN TO VB PRP$ JJ NN IN CD TO VB IN PRP$ NN , NN , JJ , JJ : CC JJ : NN VBZ DT NN .	B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP B-VP I-VP B-PP B-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP O	0 9 18 24 28 34 41 44 48 56 59 65 69 75 81 84 89 92 95 100 104 113 115 126 128 140 142 147 149 153 160 162 168 177 182 186	nsubj(defeated_VBD_1_9, Stricker_NNP_0_0); dobj(defeated_VBD_1_9, Clark_NNP_2_18); prep(defeated_VBD_1_9, in_IN_6_41); advcl(defeated_VBD_1_9, claim_VB_10_59); punct(defeated_VBD_1_9, ._._41_186); cc(Clark_NNP_2_18, and_CC_3_24); conj(Clark_NNP_2_18, Marino_NNP_5_34); nn(Marino_NNP_5_34, Steve_NNP_4_28); pobj(in_IN_6_41, playoff_NN_8_48); det(playoff_NN_8_48, the_DT_7_44); aux(claim_VB_10_59, to_TO_9_56); dobj(claim_VB_10_59, title_NN_13_75); xcomp(claim_VB_10_59, go_VB_17_92); poss(title_NN_13_75, his_PRP$_11_65); amod(title_NN_13_75, first_JJ_12_69); prep(title_NN_13_75, of_IN_14_81); pobj(of_IN_14_81, 2009_CD_15_84); aux(go_VB_17_92, to_TO_16_89); prep(go_VB_17_92, with_IN_18_95); npadvmod(go_VB_17_92, year_NN_40_182); pobj(with_IN_18_95, finishes_NNS_38_168); poss(up_NN_22_111, his_PRP$_19_100); hmod(up_NN_22_111, runner_NN_20_104); hyph(up_NN_22_111, -_HYPH_21_110); hmod(place_NN_26_121, third_JJ_24_115); hyph(place_NN_26_121, -_HYPH_25_120); hmod(place_NN_30_135, fourth_JJ_28_128); hyph(place_NN_30_135, -_HYPH_29_134); punct(sixth_JJ_32_142, -_HYPH_33_147); cc(sixth_JJ_32_142, and_CC_34_149); conj(sixth_JJ_32_142, seventh_JJ_35_153); hmod(place_NN_37_162, sixth_JJ_32_142); hyph(place_NN_37_162, -_HYPH_36_160); amod(finishes_NNS_38_168, up_NN_22_111); punct(finishes_NNS_38_168, ,_,_23_113); nn(finishes_NNS_38_168, place_NN_26_121); punct(finishes_NNS_38_168, ,_,_27_126); nn(finishes_NNS_38_168, place_NN_30_135); punct(finishes_NNS_38_168, ,_,_31_140); nn(finishes_NNS_38_168, place_NN_37_162); det(year_NN_40_182, this_DT_39_177)
AFP_ENG_20090531.0007	3	592	For Clark it was yet another near miss .	IN NNP PRP VBD RB DT JJ NN .	B-PP B-NP B-NP B-VP B-ADVP B-NP I-NP I-NP O	0 4 10 13 17 21 29 34 38	pobj(For_IN_0_0, Clark_NNP_1_4); prep(was_VBD_3_13, For_IN_0_0); nsubj(was_VBD_3_13, it_PRP_2_10); attr(was_VBD_3_13, another_DT_5_21); prep(was_VBD_3_13, near_IN_6_29); punct(was_VBD_3_13, ._._8_38); advmod(another_DT_5_21, yet_RB_4_17); pobj(near_IN_6_29, miss_NN_7_34)
AFP_ENG_20090531.0007	4	632	His 12.7 million dollars in US earnings are the most of any player without a victory in PGA Tour history .	PRP$ CD CD NNS IN NNP NNS VBP DT RBS IN DT NN IN DT NN IN JJ JJ NN .	B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O	0 4 9 17 25 28 31 40 44 48 53 56 60 67 75 77 85 88 92 97 104	number(million_CD_2_9, 12.7_CD_1_4); poss(dollars_NNS_3_17, His_PRP$_0_0); num(dollars_NNS_3_17, million_CD_2_9); prep(dollars_NNS_3_17, in_IN_4_25); pobj(in_IN_4_25, earnings_NNS_6_31); nn(earnings_NNS_6_31, US_NNP_5_28); nsubj(are_VBP_7_40, dollars_NNS_3_17); attr(are_VBP_7_40, most_JJS_9_48); prep(are_VBP_7_40, without_IN_13_67); punct(are_VBP_7_40, ._._20_104); det(most_JJS_9_48, the_DT_8_44); prep(most_JJS_9_48, of_IN_10_53); pobj(of_IN_10_53, player_NN_12_60); det(player_NN_12_60, any_DT_11_56); pobj(without_IN_13_67, victory_NN_15_77); det(victory_NN_15_77, a_DT_14_75); prep(victory_NN_15_77, in_IN_16_85); pobj(in_IN_16_85, history_NN_19_97); nn(Tour_NNP_18_92, PGA_NNP_17_88); nn(history_NN_19_97, Tour_NNP_18_92)
AFP_ENG_20090531.0007	5	747	He squandered a two-shot lead with five holes left , including a bogey on the 72nd hole that forced the playoff .	PRP VBD DT JJ NN IN CD NNS VBN , VBG DT NN IN DT JJ NN WDT VBD DT NN .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-VP O B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-NP B-VP B-NP I-NP O	0 3 14 16 25 30 35 40 46 50 52 62 64 70 73 77 82 87 92 99 103 110	nsubj(squandered_VBD_1_3, He_PRP_0_0); dobj(squandered_VBD_1_3, lead_NN_6_25); punct(squandered_VBD_1_3, ,_,_11_50); punct(squandered_VBD_1_3, ._._23_110); hmod(shot_NN_5_20, two_CD_3_16); hyph(shot_NN_5_20, -_HYPH_4_19); det(lead_NN_6_25, a_DT_2_14); nn(lead_NN_6_25, shot_NN_5_20); prep(lead_NN_6_25, with_IN_7_30); partmod(lead_NN_6_25, left_VBN_10_46); pobj(with_IN_7_30, holes_NNS_9_40); num(holes_NNS_9_40, five_CD_8_35); prep(holes_NNS_9_40, including_VBG_12_52); pobj(including_VBG_12_52, bogey_NN_14_64); det(bogey_NN_14_64, a_DT_13_62); prep(bogey_NN_14_64, on_IN_15_70); pobj(on_IN_15_70, hole_NN_18_82); det(hole_NN_18_82, the_DT_16_73); amod(hole_NN_18_82, 72nd_JJ_17_77); rcmod(hole_NN_18_82, forced_VBD_20_92); nsubj(forced_VBD_20_92, that_WDT_19_87); dobj(forced_VBD_20_92, playoff_NN_22_103); det(playoff_NN_22_103, the_DT_21_99)
AFP_ENG_20090531.0007	6	868	He also missed a putt that would have given him the victory at the first playoff hole .	PRP RB VBD DT NN WDT MD VB VBN PRP DT NN IN DT JJ NN NN .	B-NP B-ADVP B-VP B-NP I-NP B-NP B-VP I-VP I-VP B-NP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	0 3 8 15 17 22 27 33 38 44 48 52 60 63 67 73 81 85	nsubj(missed_VBD_2_8, He_PRP_0_0); advmod(missed_VBD_2_8, also_RB_1_3); dobj(missed_VBD_2_8, putt_NN_4_17); punct(missed_VBD_2_8, ._._17_85); det(putt_NN_4_17, a_DT_3_15); rcmod(putt_NN_4_17, given_VBN_8_38); nsubj(given_VBN_8_38, that_WDT_5_22); aux(given_VBN_8_38, would_MD_6_27); aux(given_VBN_8_38, have_VB_7_33); iobj(given_VBN_8_38, him_PRP_9_44); dobj(given_VBN_8_38, victory_NN_11_52); det(victory_NN_11_52, the_DT_10_48); prep(victory_NN_11_52, at_IN_12_60); pobj(at_IN_12_60, hole_NN_16_81); det(hole_NN_16_81, the_DT_13_63); amod(hole_NN_16_81, first_JJ_14_67); nn(hole_NN_16_81, playoff_NN_15_73)
